date,irrigated,rainfeed,seed_type
February 12 2023,763.3259999999999,490.73199999999997,Tagged Seeds (FS/ RS/CS)
February 13 2023,763.3259999999999,490.73199999999997,Tagged Seeds (FS/ RS/CS)
February 14 2023,763.3259999999999,490.73199999999997,Tagged Seeds (FS/ RS/CS)
February 15 2023,763.3259999999999,490.73199999999997,Tagged Seeds (FS/ RS/CS)
February 16 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 17 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 18 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 19 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 20 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 21 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 22 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 23 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 24 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 25 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 26 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 27 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
February 28 2023,596.25,1203.1584615384616,Tagged Seeds (FS/ RS/CS)
March 1 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 2 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 3 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 4 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 5 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 6 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 7 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 8 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 9 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 10 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 11 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 12 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 13 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 14 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 15 2023,156.65733333333336,418.00600000000003,Tagged Seeds (FS/ RS/CS)
March 16 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 17 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 18 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 19 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 20 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 21 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 22 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 23 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 24 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 25 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 26 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 27 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 28 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 29 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 30 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
March 31 2023,96.1025,379.515625,Tagged Seeds (FS/ RS/CS)
April 1 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 2 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 3 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 4 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 5 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 6 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 7 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 8 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 9 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 10 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 11 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 12 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 13 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 14 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 15 2023,293.1653333333333,281.9046666666666,Tagged Seeds (FS/ RS/CS)
April 16 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 17 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 18 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 19 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 20 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 21 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 22 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 23 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 24 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 25 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 26 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 27 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 28 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 29 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
April 30 2023,392.92533333333336,339.356,Tagged Seeds (FS/ RS/CS)
May 1 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 2 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 3 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 4 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 5 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 6 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 7 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 8 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 9 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 10 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 11 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 12 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 13 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 14 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 15 2023,376.76533333333333,202.06933333333333,Tagged Seeds (FS/ RS/CS)
May 16 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 17 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 18 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 19 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 20 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 21 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 22 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 23 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 24 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 25 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 26 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 27 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 28 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 29 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 30 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
May 31 2023,360.20375,113.9975,Tagged Seeds (FS/ RS/CS)
June 1 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 2 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 3 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 4 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 5 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 6 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 7 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 8 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 9 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 10 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 11 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 12 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 13 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 14 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 15 2023,72.34666666666666,7.803333333333333,Tagged Seeds (FS/ RS/CS)
June 16 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 17 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 18 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 19 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 20 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 21 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 22 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 23 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 24 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 25 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 26 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 27 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 28 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 29 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
June 30 2023,97.76533333333333,31.36466666666667,Tagged Seeds (FS/ RS/CS)
July 1 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 2 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 3 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 4 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 5 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 6 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 7 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 8 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 9 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 10 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 11 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 12 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 13 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 14 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 15 2023,17.71333333333333,837.3206666666666,Tagged Seeds (FS/ RS/CS)
July 16 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 17 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 18 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 19 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 20 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 21 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 22 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 23 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 24 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 25 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 26 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 27 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 28 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 29 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 30 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
July 31 2023,7.809375,5.625,Tagged Seeds (FS/ RS/CS)
August 1 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 2 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 3 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 4 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 5 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 6 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 7 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 8 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 9 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 10 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 11 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 12 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 13 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 14 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 15 2023,119.39533333333334,154.364,Tagged Seeds (FS/ RS/CS)
August 16 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 17 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 18 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 19 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 20 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 21 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 22 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 23 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 24 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 25 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 26 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 27 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 28 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 29 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 30 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
August 31 2023,757.603125,703.07,Tagged Seeds (FS/ RS/CS)
September 1 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 2 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 3 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 4 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 5 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 6 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 7 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 8 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 9 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 10 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 11 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 12 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 13 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 14 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 15 2023,2363.735333333333,2678.339333333333,Tagged Seeds (FS/ RS/CS)
September 16 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 17 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 18 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 19 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 20 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 21 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 22 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 23 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 24 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 25 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 26 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 27 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 28 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 29 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
September 30 2023,3150.8033333333337,5194.868,Tagged Seeds (FS/ RS/CS)
October 1 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 2 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 3 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 4 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 5 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 6 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 7 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 8 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 9 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 10 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 11 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 12 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 13 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 14 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 15 2023,2220.8773333333334,2822.6440000000002,Tagged Seeds (FS/ RS/CS)
October 16 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 17 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 18 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 19 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 20 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 21 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 22 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 23 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 24 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 25 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 26 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 27 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 28 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 29 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 30 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
October 31 2023,641.45625,1506.460625,Tagged Seeds (FS/ RS/CS)
November 1 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 2 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 3 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 4 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 5 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 6 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 7 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 8 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 9 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 10 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 11 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 12 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 13 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 14 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 15 2023,340.0573333333333,700.7886666666667,Tagged Seeds (FS/ RS/CS)
November 16 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 17 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 18 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 19 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 20 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 21 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 22 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 23 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 24 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 25 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 26 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 27 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 28 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 29 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
November 30 2023,118.94866666666667,197.31,Tagged Seeds (FS/ RS/CS)
December 1 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 2 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 3 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 4 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 5 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 6 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 7 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 8 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
December 9 2023,223.72400000000002,367.3666666666667,Tagged Seeds (FS/ RS/CS)
